personId,firstName,lastName,birthDate,height,weight,nbSeasons,jerseyNumber,position,startYear,endYear,draftYear,draftRound,draftNumber
78025,Dan,Roundfield,1953-05-26,203.0,92.0,11,5,Forward,1976,1986,1975,2,28
78031,Brian,Rowsom,1965-10-23,205.0,99.0,3,32,Forward,1987,1989,1987,2,34
78035,Delaney,Rudd,1962-11-08,187.0,81.0,4,11,Guard,1989,1992,1985,4,83
78041,Jeff,Ruland,1958-12-16,208.0,108.0,8,50,Center,1981,1992,1980,2,25
78047,Campy,Russell,1952-01-12,203.0,97.0,9,4,Forward,1974,1984,1974,1,8
78055,Ralph,Sampson,1960-07-07,223.0,103.0,9,50,Center,1983,1991,1983,1,1
78057,Frankie,Sanders,1957-01-23,198.0,90.0,2,4,Forward,1978,1980,1978,1,20
78059,Mike,Sanders,1960-05-07,198.0,95.0,11,33,Forward,1982,1992,1982,4,74
78062,Wayne,Sappleton,1960-11-17,205.0,97.0,1,44,Forward,1984,1984,1982,2,38
78068,Dewayne,Scales,1958-12-28,203.0,94.0,3,32,Forward,1980,1983,1980,2,36
78080,Tom,Scheffler,1954-10-27,210.0,108.0,1,50,Center,1984,1984,1977,6,117
78087,Russ,Schoene,1960-04-16,208.0,95.0,4,40,Forward,1982,1988,1982,2,45
78093,John,Schweitz,1960-04-19,198.0,95.0,2,35,Guard,1984,1986,1982,6,138
78095,Alvin,Scott,1955-09-14,200.0,83.0,8,14,Forward,1977,1984,1977,7,136
78102,Carey,Scurry,1962-12-04,200.0,85.0,3,20,Forward,1985,1987,1985,2,37
78110,Brad,Sellers,1962-12-17,213.0,95.0,6,4,Forward,1986,1992,1986,1,9
78116,Tom,Sewell,1962-03-11,195.0,83.0,1,32,Guard,1984,1984,1984,1,22
78132,Craig,Shelton,1957-05-01,200.0,95.0,2,11,Forward,1980,1981,1980,2,28
78133,Lonnie,Shelton,1955-10-19,203.0,108.0,10,8,Forward,1976,1985,1976,2,25
78136,Edmund,Sherod,1959-09-13,187.0,77.0,1,13,Guard,1982,1982,1981,4,72
78139,Purvis,Short,1957-07-02,200.0,95.0,12,45,Forward,1978,1989,1978,1,5
78143,John,Shumate,1952-04-06,205.0,106.0,5,34,Forward,1975,1980,1974,1,4
78146,Jerry,Sichting,1956-11-29,185.0,76.0,10,12,Guard,1980,1989,1979,4,82
78149,Jack,Sikma,1955-11-14,210.0,104.0,14,43,Center,1977,1990,1977,1,8
78150,James,Silas,1949-02-11,185.0,81.0,6,13,Guard,1976,1981,1972,5,70
78164,Charlie,Sitton,1962-07-03,203.0,95.0,1,52,Forward,1984,1984,1984,2,38
78172,Jose,Slaughter,1960-09-09,195.0,92.0,1,21,Guard,1982,1982,1982,2,43
78174,Tom,Sluby,1962-02-18,193.0,90.0,1,7,Guard,1984,1984,1984,2,41
78181,Clinton,Smith,1964-01-19,198.0,95.0,2,22,Forward,1986,1990,1986,5,97
78183,Derek,Smith,1961-11-01,198.0,92.0,9,43,Guard,1982,1990,1982,2,35
78191,Jim,Smith,1958-04-12,205.0,102.0,2,32,Forward,1981,1982,1981,3,54
78192,Keith,Smith,1964-03-09,190.0,81.0,1,11,Guard,1986,1986,1986,2,45
78194,Labradford,Smith,1969-04-03,190.0,90.0,3,34,Forward,1991,1993,1991,1,19
78195,Larry,Smith,1958-01-18,203.0,97.0,13,2,Forward,1980,1992,1980,2,24
78198,Otis,Smith,1964-01-30,195.0,95.0,6,32,Forward,1986,1991,1986,2,41
78199,Phil,Smith,1952-04-22,193.0,83.0,9,20,Guard,1974,1982,1974,2,29
78200,Randy,Smith,1948-12-12,190.0,81.0,12,7,Guard,1971,1982,1971,7,104
78201,Reggie,Smith,1970-08-21,208.0,108.0,2,54,Forward,1992,1993,1992,2,31
78204,Robert,Smith,1955-03-10,180.0,74.0,7,10,Guard,1977,1984,1977,3,65
78215,Ricky,Sobers,1953-01-15,190.0,89.0,11,14,Guard,1975,1985,1975,1,16
78222,Jim,Spanarkel,1957-06-28,195.0,86.0,5,34,Guard,1979,1983,1979,1,16
78227,Andre,Spencer,1964-07-20,198.0,95.0,2,20,Forward,1992,1993,Undrafted,Undrafted,Undrafted
78233,Larry,Spriggs,1959-09-08,200.0,104.0,5,35,Forward,1981,1985,1981,4,81
78241,Terence,Stansbury,1961-02-27,195.0,77.0,3,44,Guard,1984,1986,1984,1,15
78247,Everette,Stephens,1966-10-21,187.0,79.0,2,7-11,Guard,1988,1990,1988,2,31
78250,Brook,Steppe,1959-11-07,195.0,88.0,5,7,Guard,1982,1988,1982,1,17
78257,Steve,Stipanovich,1960-11-17,210.0,111.0,5,40,Center,1983,1987,1983,1,2
78261,Alex,Stivrins,1962-11-29,203.0,99.0,2,11,Forward,1985,1992,1985,4,75
78264,Greg,Stokes,1963-08-05,208.0,99.0,2,41,Forward,1985,1989,1985,2,33
78271,John,Stroeder,1958-07-24,208.0,117.0,2,25,Forward,1987,1988,1980,8,168
78279,Jon,Sundvold,1961-07-02,187.0,77.0,9,20,Guard,1983,1991,1983,1,16
78281,Dane,Suttle,1961-08-09,190.0,86.0,2,2,Guard,1983,1984,1983,7,152
78293,Roy,Tarpley,1964-11-28,213.0,104.0,6,42,Forward,1986,1994,1986,1,7
78295,Anthony,Taylor,1965-11-30,193.0,79.0,1,3,Guard,1988,1988,1988,2,44
78296,Brian,Taylor,1951-06-09,187.0,83.0,6,14,Guard,1976,1981,1972,2,23
78297,Jay,Taylor,1967-10-03,190.0,86.0,1,24,Forward,1989,1989,Undrafted,Undrafted,Undrafted
78299,Jeff,Taylor,1960-01-01,193.0,79.0,2,,Guard,1982,1986,1982,2,42
78303,Vince,Taylor,1960-09-11,195.0,81.0,1,8,Guard,1982,1982,1982,2,34
78304,Terry,Teagle,1960-04-10,195.0,88.0,11,10,Guard,1982,1992,1982,1,16
78307,Carlos,Terry,1956-06-22,193.0,95.0,3,12,Guard,1980,1982,1978,5,104
78310,Reggie,Theus,1957-10-13,198.0,86.0,13,24,Guard,1978,1990,1978,1,9
78311,Peter,Thibeaux,1961-10-03,200.0,95.0,2,7,Forward,1984,1985,1983,4,77
78314,David,Thirdkill,1960-04-12,200.0,88.0,5,45,Forward,1982,1986,1982,1,15
78316,Charles,Thomas,1969-10-03,190.0,79.0,1,14,Guard,1991,1991,Undrafted,Undrafted,Undrafted
78317,Irving,Thomas,1966-01-02,203.0,102.0,1,30,Forward,1990,1990,Undrafted,Undrafted,Undrafted
78318,Isiah,Thomas,1961-04-30,185.0,81.0,13,11,Guard,1981,1993,1981,1,2
78320,Jim,Thomas,1960-10-19,190.0,86.0,4,20,Guard,1983,1990,1983,2,40
78323,Bernard,Thompson,1962-08-30,198.0,95.0,5,25,Guard,1984,1988,1984,1,19
78325,Corny,Thompson,1960-02-05,203.0,102.0,1,25,Forward,1982,1982,1982,3,50
78326,David,Thompson,1954-07-13,193.0,88.0,8,33,Guard,1976,1983,1975,1,1
78331,Mychal,Thompson,1955-01-30,208.0,102.0,12,43,Center,1978,1990,1978,1,1
78332,Paul,Thompson,1961-05-25,198.0,95.0,3,44,Guard,1983,1985,1983,3,50
78333,Stephen,Thompson,1968-12-02,193.0,83.0,1,5,Forward,1991,1991,Undrafted,Undrafted,Undrafted
78343,Darren,Tillis,1960-02-23,210.0,97.0,2,22,Center,1982,1983,1982,1,23
78347,Tom,Tolbert,1965-10-16,200.0,106.0,7,39,Forward,1988,1994,1988,2,34
78348,Ray,Tolbert,1958-09-10,205.0,102.0,5,44,Forward,1981,1988,1981,1,18
78350,Rudy,Tomjanovich,1948-11-24,203.0,98.0,11,45,Forward,1970,1980,1970,1,2
78351,Andrew,Toney,1957-11-23,190.0,80.0,8,22,Guard,1980,1987,1980,1,8
78352,Sedric,Toney,1962-04-13,187.0,80.0,5,4,Guard,1985,1993,1985,3,59
78364,Linton,Townes,1959-11-30,200.0,86.0,3,2,Forward,1982,1984,1982,2,33
78369,Kelly,Tripucka,1959-02-16,198.0,99.0,10,7,Forward,1981,1990,1981,1,12
78375,Trent,Tucker,1959-12-20,195.0,87.0,11,6,Guard,1982,1992,1982,1,6
78377,Andre,Turner,1964-12-13,180.0,72.0,6,1,Guard,1986,1991,1986,3,69
78378,Elston,Turner,1959-06-10,195.0,86.0,8,21,Guard,1981,1988,1981,2,43
78379,Henry,Turner,1966-08-18,200.0,90.0,2,9,Guard,1989,1994,Undrafted,Undrafted,Undrafted
78381,Jeff,Turner,1962-04-09,205.0,104.0,10,31,Forward,1984,1995,1984,1,17
78386,Mel,Turpin,1960-12-28,210.0,108.0,5,50,Center,1984,1989,1984,1,6
78390,Terry,Tyler,1956-10-30,200.0,97.0,11,41,Forward,1978,1988,1978,2,23
78392,Wes,Unseld,1946-03-14,200.0,111.0,13,41,Center,1968,1980,1968,1,2
78394,Kelvin,Upshaw,1963-01-24,187.0,81.0,3,5,Guard,1988,1990,Undrafted,Undrafted,Undrafted
78395,Darnell,Valentine,1959-02-03,187.0,83.0,9,1,Guard,1981,1990,1981,1,16
78396,Ron,Valentine,1957-11-27,200.0,95.0,1,42,Forward,1980,1980,1980,3,51
78400,Jan,Van Breda Kolff,1951-12-16,200.0,88.0,7,22,Forward,1976,1982,1974,2,20
78403,Log,Vander Velden,1971-04-03,203.0,97.0,1,25,Forward,1995,1995,Undrafted,Undrafted,Undrafted
78404,Kiki,Vandeweghe,1958-08-01,203.0,99.0,13,55,Forward,1980,1992,1980,1,11
78407,Nick,Vanos,1963-04-13,215.0,115.0,2,30,Center,1985,1986,1985,2,32
78414,Peter,Verhoeven,1959-02-15,205.0,97.0,6,50,Forward,1981,1986,1981,4,85
78417,Sam,Vincent,1963-05-18,187.0,83.0,7,11,Guard,1985,1991,1985,1,20
78418,Jay,Vincent,1959-06-10,200.0,99.0,9,3,Forward,1981,1989,1981,2,24
78421,Alexander,Volkov,1964-03-29,208.0,98.0,2,8,Center,1989,1991,1986,6,134
78423,Danny,Vranes,1958-10-29,200.0,95.0,7,20,Forward,1981,1987,1981,1,5
78429,Milt,Wagner,1963-02-20,195.0,83.0,2,25,Guard,1987,1990,1986,2,35
78430,Granville,Waiters,1961-01-08,210.0,102.0,5,31,Center,1983,1987,1983,2,39
78436,Foots,Walker,1951-05-21,185.0,78.0,10,1,Guard,1974,1983,1974,3,38
78437,Darrell,Walker,1961-03-09,193.0,81.0,10,20,Guard,1983,1992,1983,1,12
78440,Kenny,Walker,1964-08-18,203.0,95.0,7,15,Forward,1986,1994,1986,1,5
78442,Wally,Walker,1954-07-18,203.0,86.0,8,42,Forward,1976,1983,1976,1,5
78449,Lloyd,Walton,1953-11-23,182.0,72.0,5,11  12,Guard,1976,1980,1976,3,40
78450,Bill,Walton,1952-11-05,210.0,95.0,10,32,Center,1974,1986,1974,1,1
78462,Bryan,Warrick,1959-07-22,195.0,88.0,4,12,Guard,1982,1985,1982,2,25
78463,Chris,Washburn,1965-05-13,210.0,102.0,2,50,Center,1986,1987,1986,1,3
78464,Duane,Washington,1964-08-31,193.0,88.0,2,10,Guard,1987,1992,1987,2,36
78465,Dwayne,Washington,1964-01-06,187.0,86.0,3,31,Guard,1986,1988,1986,1,13
78467,Kermit,Washington,1951-09-17,203.0,104.0,10,3,Forward,1973,1987,1973,1,5
78468,Richard,Washington,1955-07-15,208.0,99.0,6,31,Forward,1976,1981,1976,1,3
78481,Marvin,Webster,1952-04-13,215.0,102.0,9,40,Center,1976,1986,1975,1,3
78482,Scott,Wedman,1952-07-29,200.0,97.0,13,8,Forward,1974,1986,1974,1,6
78500,Paul,Westphal,1950-11-30,193.0,88.0,12,44,Guard,1972,1983,1972,1,10
78504,Clinton,Wheeler,1959-10-27,185.0,83.0,2,11,Guard,1987,1988,1981,7,150
78507,Eric,White,1965-12-30,203.0,90.0,2,12,Forward,1987,1988,1987,3,65
78512,Rory,White,1959-08-16,203.0,95.0,5,22,Forward,1982,1986,1982,4,86
78513,Rudy,White,1953-06-23,187.0,88.0,5,10,Guard,1975,1980,1975,3,47
78514,Tony,White,1965-02-15,187.0,77.0,1,4,Guard,1987,1987,1987,2,33
78515,Willie,White,1962-08-20,190.0,88.0,2,10,Guard,1984,1985,1984,2,42
78516,Jerome,Whitehead,1956-09-30,208.0,99.0,11,6,Center,1978,1988,1978,2,41
78519,Charles,Whitney,1957-06-22,195.0,106.0,2,43,Forward,1980,1981,1980,1,16
78520,Sidney,Wicks,1949-09-19,205.0,102.0,10,21,Forward,1971,1980,1971,1,2
78523,Mitchell,Wiggins,1959-09-28,193.0,83.0,6,23,Guard,1983,1991,1983,1,23
78527,Michael,Wiley,1957-10-16,205.0,90.0,2,21,Forward,1980,1981,1980,2,39
78528,Morlon,Wiley,1966-09-24,193.0,83.0,7,11,Guard,1988,1994,1988,2,46
78531,Bob,Wilkerson,1954-08-15,198.0,88.0,7,33,Guard,1976,1982,1976,1,11
78532,Jamaal,Wilkes,1953-05-02,198.0,86.0,12,52,Forward,1974,1985,1974,1,11
78533,James,Wilkes,1958-03-12,200.0,88.0,3,34,Forward,1980,1982,1980,3,50
78534,Eddielee,Wilkins,1962-05-07,208.0,99.0,6,55,Center,1984,1992,1984,6,133
78537,Jeff,Wilkins,1955-03-09,208.0,104.0,6,45,Center,1980,1985,1977,2,37
78548,Freeman,Williams,1956-05-15,193.0,86.0,6,20,Guard,1978,1985,1978,1,8
78549,Gus,Williams,1953-10-10,187.0,79.0,11,1,Guard,1975,1986,1975,2,20
78550,Guy,Williams,1960-07-01,205.0,90.0,2,34,Forward,1984,1985,1983,2,34
78554,John,Williams,1966-10-26,203.0,106.0,8,24,Forward,1986,1994,1986,1,12
78555,Kenny,Williams,1969-06-09,205.0,92.0,4,44,Forward,1990,1993,1990,2,46
78556,Kevin,Williams,1961-09-11,187.0,79.0,5,42,Guard,1983,1988,1983,2,46
78558,Mike,Williams,1963-08-14,203.0,115.0,1,35,Guard,1989,1989,1986,3,51
78563,Rickey,Williams,1957-03-12,185.0,79.0,1,25,Guard,1982,1982,1978,10,190
78565,Rob,Williams,1961-05-05,187.0,79.0,2,21,Guard,1982,1983,1982,1,19
78566,Pete,Williams,1965-03-10,200.0,86.0,2,31,Forward,1985,1986,1985,4,89
78569,Samuel,Williams,1959-03-07,203.0,95.0,4,,Forward,1981,1984,1981,2,33
78570,Sly,Williams,1958-01-26,200.0,95.0,7,35,Forward,1979,1985,1979,1,21
78571,Ray,Williams,1954-10-14,190.0,85.0,10,13,Guard,1977,1986,1977,1,10
78577,Bill,Willoughby,1957-05-20,203.0,92.0,8,34,Forward,1975,1983,1975,2,19
78578,Othell,Wilson,1961-10-26,182.0,86.0,2,2,Guard,1984,1986,1984,2,35
78581,Mike,Wilson,1959-09-15,190.0,79.0,3,15,Guard,1983,1986,1982,3,47
78582,Nikita,Wilson,1964-02-25,203.0,90.0,1,41,Forward,1987,1987,1987,2,30
78584,Ricky,Wilson,1964-07-16,190.0,88.0,1,15,Guard,1987,1987,1986,3,52
78589,Kennard,Winchester,1966-09-03,195.0,95.0,3,20,Forward,1990,1992,Undrafted,Undrafted,Undrafted
78600,Brian,Winters,1952-03-01,193.0,83.0,9,32,Guard,1974,1982,1974,1,12
78605,Garry,Witts,1959-07-03,200.0,86.0,1,20,Guard,1981,1981,1981,5,103
78609,Howard,Wood,1959-05-20,200.0,106.0,1,33,Forward,1981,1981,1981,2,27
78610,Al,Wood,1958-06-02,198.0,87.0,6,4,Guard,1981,1986,1981,1,4
78611,Leon,Wood,1962-03-25,190.0,83.0,6,,Guard,1984,1990,1984,1,10
78614,Mike,Woodson,1958-03-24,195.0,88.0,11,2,Guard,1980,1990,1980,1,12
78615,Orlando,Woolridge,1959-12-16,205.0,97.0,13,0,Forward,1981,1993,1981,1,6
78618,Sam,Worthen,1958-01-17,195.0,88.0,2,31,Guard,1980,1981,1980,2,26
78621,Howard,Wright,1967-12-20,203.0,99.0,2,42,Forward,1990,1992,Undrafted,Undrafted,Undrafted
78623,Larry,Wright,1954-11-23,185.0,72.0,6,15,Guard,1976,1981,1976,1,14
78633,Danny,Young,1962-07-26,193.0,79.0,10,20,Guard,1984,1994,1984,2,39
78634,Michael,Young,1961-01-02,200.0,99.0,3,42,Guard,1984,1989,1984,1,24
78656,Blair,Rasmussen,1962-11-13,193.0,78.0,8,41,Forward,1985,1992,1985,1,15
100263,Bill,Laimbeer,1957-05-19,210.0,111.0,14,40,Center,1980,1993,1979,3,65
101106,Andrew,Bogut,1984-11-28,213.0,117.0,15,12,Center,2005,2018,2005,1,1
101107,Marvin,Williams,1986-06-19,203.0,107.0,16,20,Forward,2005,2019,2005,1,2
101108,Chris,Paul,1985-05-06,182.0,79.0,20,,Guard,2005,2025,2005,1,4
101109,Raymond,Felton,1984-06-26,185.0,92.0,15,2,Guard,2005,2018,2005,1,5
101110,Martell,Webster,1986-12-04,200.0,104.0,11,9,Forward-Guard,2005,2014,2005,1,6
101111,Charlie,Villanueva,1984-08-24,210.0,105.0,12,3,Forward,2005,2015,2005,1,7
101112,Channing,Frye,1983-05-17,213.0,115.0,14,9,Forward-Center,2005,2018,2005,1,8
101113,Ike,Diogu,1983-09-11,205.0,113.0,7,,Forward,2005,2011,2005,1,9
101114,Deron,Williams,1984-06-26,190.0,90.0,13,31,Guard,2005,2016,2005,1,3
101115,Andrew,Bynum,1987-10-27,213.0,129.0,8,17,Center,2005,2013,2005,1,10
101117,Yaroslav,Korolev,1987-05-07,205.0,92.0,3,8,Forward,2005,2006,2005,1,12
101118,Sean,May,1984-04-04,205.0,120.0,5,42,Center-Forward,2005,2009,2005,1,13
101119,Rashad,McCants,1984-09-25,193.0,97.0,5,7,Guard,2005,2008,2005,1,14
101120,Antoine,Wright,1984-02-06,200.0,97.0,6,,Forward-Guard,2005,2010,2005,1,15
101121,Joey,Graham,1982-06-11,200.0,104.0,7,12,Forward,2005,2010,2005,1,16
101122,Danny,Granger,1983-04-20,205.0,100.0,11,22,Forward-Guard,2005,2014,2005,1,17
101123,Gerald,Green,1986-01-26,200.0,92.0,13,14,Guard-Forward,2005,2018,2005,1,18
101124,Hakim,Warrick,1982-07-08,205.0,99.0,8,,Forward,2005,2012,2005,1,19
101126,Nate,Robinson,1984-05-31,175.0,81.0,11,,Guard,2005,2015,2005,1,21
101127,Jarrett,Jack,1983-10-28,190.0,90.0,14,55,Guard,2005,2017,2005,1,22
101128,Francisco,Garcia,1981-12-31,200.0,97.0,10,32,Guard-Forward,2005,2014,2005,1,23
101129,Luther,Head,1982-11-26,190.0,83.0,6,,Guard,2005,2010,2005,1,24
101130,Johan,Petro,1986-01-27,213.0,112.0,9,10,Center,2005,2012,2005,1,25
101131,Jason,Maxiell,1983-02-18,200.0,117.0,10,54,Forward,2005,2014,2005,1,26
101132,Linas,Kleiza,1985-01-03,203.0,106.0,8,11,Forward,2005,2012,2005,1,27
101133,Ian,Mahinmi,1986-11-05,210.0,118.0,13,28,Center,2007,2019,2005,1,28
101134,Wayne,Simien,1983-03-09,205.0,113.0,3,25,Forward,2005,2006,2005,1,29
101135,David,Lee,1983-04-29,205.0,111.0,13,10,Forward-Center,2005,2016,2005,1,30
101136,Salim,Stoudamire,1982-10-11,185.0,79.0,4,,Guard,2005,2008,2005,2,31
101137,Daniel,Ewing,1983-03-26,190.0,83.0,2,3,Guard,2005,2006,2005,2,32
101138,Brandon,Bass,1985-04-30,203.0,113.0,13,30,Forward,2005,2016,2005,2,33
101139,CJ,Miles,1987-03-18,198.0,99.0,16,,Guard,2005,2021,2005,2,34
101141,Ersan,Ilyasova,1987-05-15,205.0,106.0,14,77,Forward,2006,2020,2005,2,36
101142,Ronny,Turiaf,1983-01-13,208.0,112.0,10,,Center,2005,2014,2005,2,37
101143,Travis,Diener,1982-03-01,185.0,79.0,6,27,Guard,2005,2009,2005,2,38
101144,Von,Wafer,1985-07-21,195.0,94.0,8,1,Guard,2005,2011,2005,2,39
101145,Monta,Ellis,1985-10-26,190.0,83.0,13,11,Guard,2005,2016,2005,2,40
101146,Roko,Ukic,1984-12-05,195.0,86.0,2,,Guard,2007,2009,2005,2,41
101147,Chris,Taft,1985-03-10,208.0,118.0,2,21,Forward,2005,2005,2005,2,42
101150,Lou,Williams,1986-10-27,187.0,79.0,18,6,Guard,2005,2021,2005,2,45
101152,Bracey,Wright,1984-07-01,190.0,91.0,2,6,Guard,2005,2006,2005,2,47
101153,Mickael,Gelabale,1983-05-22,200.0,97.0,4,15,Forward,2006,2012,2005,2,48
101154,Andray,Blatche,1986-08-22,210.0,117.0,9,0,Center-Forward,2005,2013,2005,2,49
101155,Ryan,Gomes,1982-09-01,200.0,111.0,8,,Forward,2005,2013,2005,2,50
101156,Robert,Whaley,1982-04-16,208.0,117.0,1,,Center,2005,2005,2005,2,51
101158,Orien,Greene,1982-02-04,193.0,94.0,4,,Guard,2005,2010,2005,2,53
101160,Lawrence,Roberts,1982-10-20,205.0,108.0,3,44,Forward,2005,2006,2005,2,55
101161,Amir,Johnson,1987-05-01,205.0,108.0,15,5,Center-Forward,2005,2018,2005,2,56
101162,Marcin,Gortat,1984-02-17,210.0,108.0,12,,Center,2007,2018,2005,2,57
101165,Alex,Acker,1983-01-21,195.0,83.0,3,3,Guard,2005,2008,2005,2,60
101177,Fabricio,Oberto,1975-03-21,208.0,111.0,6,,Center,2005,2010,Undrafted,Undrafted,Undrafted
101178,Arvydas,Macijauskas,1980-01-19,193.0,97.0,1,6,Guard,2005,2005,Undrafted,Undrafted,Undrafted
101179,Ronnie,Price,1983-06-21,187.0,86.0,13,14,Guard,2005,2016,Undrafted,Undrafted,Undrafted
101180,Sarunas,Jasikevicius,1976-03-05,,,2,,,2005,2007,Undrafted,Undrafted,Undrafted
101181,Jose,Calderon,1981-09-28,190.0,90.0,15,81,Guard,2005,2018,Undrafted,Undrafted,Undrafted
101182,Donell,Taylor,1982-07-26,195.0,87.0,3,21,Guard,2005,2006,Undrafted,Undrafted,Undrafted
101183,Shavlik,Randolph,1983-11-24,208.0,107.0,8,,Forward,2005,2014,Undrafted,Undrafted,Undrafted
101185,Rawle,Marshall,1982-02-20,200.0,86.0,3,2,Guard-Forward,2005,2006,Undrafted,Undrafted,Undrafted
101187,Alan,Anderson,1982-10-16,198.0,99.0,9,9,Forward-Guard,2005,2016,Undrafted,Undrafted,Undrafted
101188,Eddie,Basden,1983-02-15,195.0,97.0,2,13,Guard,2005,2005,Undrafted,Undrafted,Undrafted
101189,James,Singleton,1981-07-20,203.0,104.0,6,3,Forward,2005,2011,Undrafted,Undrafted,Undrafted
101194,Anthony,Roberson,1983-02-14,187.0,81.0,4,5,Guard,2005,2008,Undrafted,Undrafted,Undrafted
101195,Luke,Schenscher,1981-12-31,215.0,120.0,2,24,Center,2005,2006,Undrafted,Undrafted,Undrafted
101198,Will,Bynum,1983-01-04,182.0,83.0,9,1,Guard,2005,2014,Undrafted,Undrafted,Undrafted
101204,Dwayne,Jones,1983-06-09,210.0,112.0,7,27,Forward-Center,2005,2012,Undrafted,Undrafted,Undrafted
101207,Kevin,Burleson,1979-04-09,190.0,92.0,2,12,Guard,2005,2005,Undrafted,Undrafted,Undrafted
101209,Devin,Green,1982-10-25,200.0,96.0,2,,Guard-Forward,2005,2005,Undrafted,Undrafted,Undrafted
101211,Stephen,Graham,1982-06-11,198.0,97.0,7,26,Guard-Forward,2005,2010,Undrafted,Undrafted,Undrafted
101212,Esteban,Batista,1983-09-02,208.0,121.0,3,11,Forward-Center,2005,2006,Undrafted,Undrafted,Undrafted
101214,Jawad,Williams,1983-02-19,205.0,102.0,3,,Forward,2008,2010,Undrafted,Undrafted,Undrafted
101223,Aaron,Miles,1983-04-13,185.0,86.0,2,,Guard,2005,2005,Undrafted,Undrafted,Undrafted
101235,Kelenna,Azubuike,1983-12-16,195.0,97.0,5,4,Guard,2006,2011,Undrafted,Undrafted,Undrafted
101236,Chuck,Hayes,1983-06-11,198.0,108.0,11,,Forward-Center,2005,2015,Undrafted,Undrafted,Undrafted
101238,Boniface,Ndong,1977-09-03,213.0,92.0,1,,Center,2005,2005,Undrafted,Undrafted,Undrafted
101249,John,Lucas III,1982-11-21,180.0,75.0,8,,Guard,2005,2016,Undrafted,Undrafted,Undrafted
101258,Corey,Williams,1977-08-08,190.0,86.0,2,12,Guard,1992,1993,1992,2,33
101261,Andre,Owens,1980-10-31,193.0,90.0,3,20,Guard,2005,2007,Undrafted,Undrafted,Undrafted
200081,Jamario,Moon,1980-06-13,203.0,92.0,6,9,Forward,2007,2011,Undrafted,Undrafted,Undrafted
200745,Andrea,Bargnani,1985-10-26,213.0,111.0,10,,Center-Forward,2006,2015,2006,1,1
200746,LaMarcus,Aldridge,1985-07-19,210.0,113.0,17,21,Center-Forward,2006,2021,2006,1,2
200747,Adam,Morrison,1984-07-19,203.0,92.0,4,6,Forward,2006,2009,2006,1,3
200748,Tyrus,Thomas,1986-08-17,208.0,102.0,8,,Forward,2006,2014,2006,1,4
200749,Shelden,Williams,1983-10-21,205.0,113.0,7,33,Center-Forward,2006,2011,2006,1,5
200750,Brandon,Roy,1984-07-23,198.0,95.0,6,3,Guard,2006,2012,2006,1,6
200751,Randy,Foye,1983-09-24,193.0,98.0,12,2,Guard,2006,2016,2006,1,7
200752,Rudy,Gay,1986-08-17,203.0,113.0,18,22,Forward-Guard,2006,2022,2006,1,8
200753,Patrick,O'Bryant,1986-06-20,213.0,113.0,5,13,Center,2006,2009,2006,1,9
200754,Mouhamed,Sene,1986-05-12,210.0,104.0,4,18,Center,2006,2008,2006,1,10
200755,JJ,Redick,1984-06-24,190.0,90.0,16,17,Guard,2006,2020,2006,1,11
200756,Hilton,Armstrong,1984-11-23,210.0,106.0,6,57,Forward-Center,2006,2013,2006,1,12
200757,Thabo,Sefolosha,1984-05-02,198.0,97.0,15,18,Forward-Guard,2006,2019,2006,1,13
200758,Ronnie,Brewer,1985-03-20,200.0,106.0,8,11,Forward,2006,2013,2006,1,14
200759,Cedric,Simmons,1986-01-03,205.0,106.0,4,15,Forward,2006,2008,2006,1,15
200760,Rodney,Carney,1984-04-05,200.0,92.0,5,,Forward,2006,2010,2006,1,16
200761,Shawne,Williams,1986-02-16,208.0,104.0,8,3,Forward,2006,2014,2006,1,17
200762,Oleksiy,Pecherov,1985-12-08,213.0,106.0,4,4,Forward-Center,2007,2009,2006,1,18
200763,Quincy,Douby,1984-05-16,190.0,79.0,4,5,Guard,2006,2008,2006,1,19
200764,Renaldo,Balkman,1984-07-14,203.0,102.0,7,,Forward,2006,2011,2006,1,20
200765,Rajon,Rondo,1986-02-22,185.0,81.0,17,1,Guard,2006,2021,2006,1,21
200766,Marcus,Williams,1985-12-03,190.0,92.0,5,5,Guard,2006,2009,2006,1,22
200767,Josh,Boone,1984-11-21,208.0,108.0,5,2,Forward-Center,2006,2009,2006,1,23
200768,Kyle,Lowry,1986-03-25,182.0,88.0,19,7,Guard,2006,2025,2006,1,24
200769,Shannon,Brown,1985-11-29,190.0,97.0,9,,Guard,2006,2014,2006,1,25
200770,Jordan,Farmar,1986-11-30,187.0,81.0,10,,Guard,2006,2016,2006,1,26
200771,Sergio,Rodriguez,1986-06-12,190.0,79.0,6,14,Guard,2006,2016,2006,1,27
200772,Maurice,Ager,1984-02-09,195.0,91.0,4,,Forward-Guard,2006,2010,2006,1,28
200776,Mardy,Collins,1984-08-04,198.0,99.0,5,25,Guard,2006,2009,2006,1,29
200777,Joel,Freeland,1987-02-07,208.0,102.0,3,19,Center-Forward,2012,2014,2006,1,30
200778,James,White,1982-10-21,200.0,97.0,4,4,Guard-Forward,2006,2012,2006,2,31
200779,Steve,Novak,1983-06-13,208.0,102.0,11,,Forward,2006,2016,2006,2,32
200780,Solomon,Jones,1984-07-16,208.0,106.0,8,,Forward,2006,2013,2006,2,33
